id,edad,genero
130,38.00914667319612,No Binario
131,33.83137098888335,Masculino
132,50.405093249950184,Masculino
133,44.48906419236163,No Binario
134,36.6549836267254,Femenino
135,26.9605575977658,Masculino
136,53.300498092590914,Masculino
137,44.71937372036016,Masculino
138,40.949576200967215,Femenino
139,35.86869907957788,No Binario
140,35.061897379370684,Femenino
141,51.438933759564776,Masculino
142,51.72232288747271,Femenino
143,45.7803815096018,Femenino
144,53.360202097883494,Masculino
145,41.549913858508184,Femenino
146,38.40809723232125,Masculino
147,32.41124176953536,Femenino
148,55.36581526309597,Masculino
149,30.154160850881446,Femenino
150,45.16816720220109,Masculino
151,33.67521541838156,Masculino
152,49.28107596204258,Masculino
153,45.42221315891792,Femenino
154,34.52858666172462,Masculino
155,56.30926095153481,Femenino
156,47.85198032326131,Masculino
157,33.69955252955061,Femenino
158,35.81277857516348,Femenino
159,36.79682389371238,No Binario
160,35.82570588181764,Femenino
161,35.651919468925854,No Binario
162,35.305618810636204,Femenino
163,33.45432148343587,No Binario
164,36.68823647753713,Femenino
165,38.26304958902739,Femenino
166,26.582831202125107,Femenino
167,59.87455872485908,No Binario
168,39.28630126259146,Masculino
169,55.12244227975196,No Binario
170,45.675157640118016,Femenino
171,38.37643392102016,Femenino
172,36.308930518760995,No Binario
173,40.88645319589704,Femenino
174,31.553990508604922,No Binario
175,39.25716370986749,Masculino
176,29.844960554140037,Masculino
177,43.55320345838955,Femenino
178,34.56696016725699,Masculino
179,36.10144358228449,Masculino
180,45.60113449699894,Femenino
181,44.04964681293397,Masculino
182,19.829072568423555,Femenino
183,38.94524993547091,Femenino
184,35.369231014880036,Femenino
185,69.04164940741441,Femenino
186,26.385088128255006,Femenino
187,42.67470293947927,Masculino
188,29.824981083230796,Femenino
189,56.19060970914832,Femenino
190,33.5733935752703,Femenino
191,40.546525992184115,Femenino
192,43.653505207931616,Masculino
193,43.4419365158504,Masculino
194,51.79461958533963,Masculino
195,28.645557346934602,Masculino
196,31.829446630294832,Masculino
197,35.73705326292274,Femenino
198,42.46321458284939,Femenino
199,37.123745581787524,Masculino
200,33.820110850354155,Masculino
201,41.881989657029834,Femenino
202,30.630722101811628,Masculino
203,44.699530126532416,No Binario
204,32.99433712933615,Femenino
205,61.857744127663494,Masculino
206,32.71567495032788,Masculino
207,35.42388285961937,Masculino
208,41.67518775689425,Masculino
209,38.35079807806111,Femenino
210,56.83086718418839,Masculino
211,37.417284491517385,No Binario
212,55.01535288059085,No Binario
213,35.434559561954394,No Binario
214,46.8821779191905,Masculino
215,49.33369014244657,Masculino
216,34.837759969108,Masculino
217,43.238199146890366,No Binario
218,39.88920635785039,No Binario
219,39.442025256163795,Femenino
220,39.005065550586785,Femenino
221,30.626611113743095,Masculino
222,40.242443148078614,Masculino
223,34.071652142364314,Femenino
224,30.976971744132616,Femenino
225,29.283921736811333,Femenino
226,27.61819634370185,Femenino
227,33.91164378287939,No Binario
228,41.51576510744541,Masculino
229,44.95018842362838,No Binario
230,40.01535160018134,Masculino
231,36.19362306577604,Masculino
232,56.01655870507952,Femenino
233,45.687300063134806,Femenino
234,38.800397455718254,No Binario
235,33.36920495522053,Masculino
236,37.40730599517488,No Binario
237,31.45512408455246,Femenino
238,35.965562857269894,Femenino
239,37.6197284449875,Femenino
240,60.21515253298468,Femenino
241,39.77134007166597,Femenino
242,35.69799692492209,Femenino
243,29.706848997467688,Masculino
244,52.41918708989752,Masculino
245,19.375626481570734,Femenino
246,42.42419401094753,Femenino
247,43.075814825612916,Femenino
248,27.999244202902517,Masculino
249,57.207780768905565,Masculino
250,39.98424014165206,Masculino
251,54.21568202476946,Masculino
252,29.641814380330537,Masculino
253,30.887584888464374,Masculino
254,28.93156581121975,Femenino
255,39.01143256541056,Masculino
256,45.8067207094323,Femenino
257,40.48966095906171,Masculino
258,31.198956845593187,Femenino
259,37.14423805521274,Femenino
260,34.42333063264781,No Binario
261,46.69189197795733,Femenino
262,43.673528368676536,Femenino
263,40.44237571155515,Masculino
264,32.0665707496456,Masculino
265,60.71468126416908,Masculino
266,30.223856280423753,Femenino
267,31.593324176522433,Masculino
268,32.70979164806121,Masculino
269,45.735109905724784,Masculino
270,33.81296808330197,Masculino
271,38.34352985921882,Femenino
272,35.643665057673225,Masculino
273,41.86843390809885,Femenino
274,53.89629935833543,Masculino
275,28.99770559389105,Femenino
276,37.81654478892878,Femenino
277,29.367186778202655,Femenino
278,43.439490499309585,Femenino
279,41.46668475655283,Masculino
280,36.110332428068396,Masculino
281,40.265264409675474,Masculino
282,41.036698782158375,Masculino
283,51.204136959012416,Femenino
284,58.8262379434821,Femenino
285,35.17921566905507,Femenino
286,38.0399097370298,Femenino
287,31.4613963217329,Femenino
288,38.551911137996825,Masculino
289,17.601131814636446,Femenino
290,36.622916627890945,Masculino
291,47.847809983058106,Femenino
292,64.30209595005624,Femenino
293,36.22787366523509,Masculino
294,41.8077216216831,Femenino
295,39.34344353886394,Masculino
296,61.50445516142565,Masculino
297,16.871325970651068,Masculino
298,56.97326939646189,Masculino
299,36.396899653942526,No Binario
300,34.60143489868381,Femenino
301,56.550284557777104,Femenino
302,48.38433091539868,No Binario
303,36.452586800956304,Masculino
304,35.552262840721596,Femenino
305,40.32584569925088,Femenino
306,39.04158378549491,Masculino
307,56.443763775547644,Femenino
308,44.36453276913646,Femenino
309,42.73743510029185,Femenino
310,65.06082042355831,Masculino
311,51.38931289011764,Femenino
312,42.10285802863957,Masculino
313,41.76505634229732,Femenino
314,38.29723316678182,No Binario
315,41.65006115209695,Masculino
316,49.88644636690889,Masculino
317,38.92965346731488,Masculino
318,50.76995636837424,Masculino
319,41.0017696958947,Masculino
320,38.03576584648483,Femenino
321,46.69368269985878,No Binario
322,47.06755769382688,Femenino
323,38.53554153138766,Femenino
324,36.13476854192339,Femenino
325,39.402128465004466,Masculino
326,44.52904215863335,Femenino
327,47.953912518327336,Masculino
328,36.60375375198725,No Binario
329,21.42405598755156,Masculino
330,45.70440633172496,Masculino
331,47.62610789081508,Masculino
332,51.38059829880056,Masculino
333,45.18227563644938,Masculino
334,31.735203327474686,Masculino
335,45.527721068258955,Masculino
336,43.911087198821406,Femenino
337,37.66702527629394,Femenino
338,36.61014237319018,Femenino
339,52.71523208276399,Masculino
340,34.74236144501828,Femenino
341,45.11841269336215,Femenino
342,35.871605226565705,Femenino
343,39.7589236567609,Femenino
344,45.88984317607044,Masculino
345,50.985804649600595,Femenino
346,48.97161387960695,Masculino
347,45.25362724347955,Masculino
348,42.18922538111886,Femenino
349,43.43132848579148,Masculino
350,28.978936889248246,No Binario
351,29.7223426135084,Masculino
352,46.65266396787866,Femenino
353,44.74012766187363,Masculino
354,19.32613992116362,Femenino
355,47.61300455545461,Femenino
356,32.36880376271011,Femenino
357,47.56900184076201,Masculino
358,47.783197119775274,Femenino
359,24.08562012035921,No Binario
360,46.639493154250815,Masculino
361,34.50166170131916,Femenino
362,38.32100650593133,Femenino
363,54.84403255771262,Masculino
364,40.62780230848044,Femenino
365,39.30556520665063,Masculino
366,26.59538203158615,Masculino
367,29.792714003508813,Masculino
368,37.628112685536024,Masculino
369,44.78194286879129,Femenino
370,36.01382189627851,Femenino
371,31.9239638372299,Masculino
372,26.6740201641358,Masculino
373,38.24145122052445,Femenino
374,41.90015059873681,Masculino
375,65.41643108057531,Femenino
376,46.019657038278005,Femenino
377,27.07767545618872,No Binario
378,29.401110352517772,Masculino
379,31.722425697329214,Masculino
380,40.538003982085264,Masculino
381,33.97843916196641,Femenino
382,15.87175838785846,Masculino
383,58.412429891357945,Masculino
384,42.84257652127335,Femenino
385,53.02387978170252,Femenino
386,54.55863555642451,Femenino
387,38.73813998963671,Femenino
388,45.66740323707561,Masculino
389,33.90625137286828,Masculino
390,50.54792845566894,Masculino
391,53.40671205927619,Femenino
392,34.26057718616259,Masculino
393,39.783532490889186,No Binario
394,50.98450968428952,Femenino
395,31.568874757125386,Masculino
396,41.65401035492152,Masculino
397,45.37765639913329,Masculino
398,29.072400199652456,Masculino
399,43.517043213030526,Femenino
400,51.497454305987375,No Binario
401,57.779159390533565,Masculino
402,22.68492405806716,Femenino
403,28.363859374921358,No Binario
404,62.623967245708315,Masculino
405,52.82628305304154,Femenino
406,24.12589521324725,Femenino
407,40.20341466115774,Femenino
408,33.417113900074085,Femenino
409,41.135235997733616,Masculino
410,24.25063003705422,Masculino
411,38.425514532285376,Femenino
412,43.141946824965956,Femenino
413,32.23026050914256,Femenino
414,52.29494750942314,Femenino
415,38.93490518469081,Masculino
416,37.89227522571973,Masculino
417,44.46654292854369,Masculino
418,19.31538301277869,Masculino
419,53.83785880754115,Femenino
420,39.15144591209702,Femenino
421,41.36409489566651,Masculino
422,24.03562175433954,Masculino
423,38.646376553077886,Femenino
424,58.57495148246126,Femenino
425,36.81344011654022,Femenino
426,50.34948613323263,Masculino
427,24.66118186852013,Masculino
428,15.14818559857746,Masculino
429,27.433597224315676,Femenino
430,39.23786356781111,Masculino
431,25.514564130541913,Femenino
432,60.991314424061166,Masculino
433,55.6709811507876,Masculino
434,41.61189995545425,Femenino
435,38.52372534580614,No Binario
436,29.766648156745852,Masculino
437,46.45657374358708,Femenino
438,30.59897480521801,Femenino
439,53.187684193408174,Femenino
440,48.47611245995863,Femenino
441,39.015461216966024,Femenino
442,44.759204275619076,Femenino
443,43.95903529697979,Masculino
444,44.89041391272077,No Binario
445,48.22470981475379,Femenino
446,48.524272233741996,Masculino
447,60.19170418876792,Masculino
448,35.662955556084285,Masculino
449,56.314605144863094,Femenino
450,56.51196568580178,Femenino
451,27.9411746960057,Masculino
452,37.36192647351237,Femenino
453,33.52974407971599,Masculino
454,39.65517796293264,Masculino
455,49.209233074348184,Masculino
456,46.17147172326051,Masculino
457,32.440228837302186,Masculino
458,33.28848969685783,Masculino
459,38.288599239503945,Masculino
460,25.288857719075725,Masculino
461,39.74361213261628,Masculino
462,44.25949663512884,Masculino
463,18.668717461413323,Femenino
464,52.80758567898495,Femenino
465,30.207601580695552,No Binario
466,35.336229303722504,Masculino
467,29.63790037290412,Femenino
468,39.70381428422768,No Binario
469,30.037881521081182,Femenino
470,43.652456550910244,Masculino
471,35.18718295559865,Masculino
472,30.532661295390493,Femenino
473,37.90872665969453,Femenino
474,52.07735426238128,Femenino
475,47.71489752814893,Masculino
476,42.63142509520889,Masculino
477,29.50406704856685,Masculino
478,37.55764024172003,Masculino
479,55.74923652966595,Masculino
480,35.793307579581686,Femenino
481,44.58621185781533,No Binario
482,41.909308485584624,Masculino
483,21.036244129824254,Masculino
484,38.67850410224655,Femenino
485,47.365273296645086,Femenino
486,21.627882586915863,Femenino
487,32.689149490018906,Masculino
488,36.173510128249426,Masculino
489,40.55237860034873,Masculino
490,40.489705995456795,Masculino
491,40.85606862897839,Masculino
492,52.64475333913393,Masculino
493,24.725689747776805,Femenino
494,20.218673233431424,Femenino
495,40.94936188731918,Femenino
496,36.95802726723086,Femenino
497,39.2736122334473,Femenino
498,38.60835527157153,Femenino
499,39.58545569097968,Femenino
500,39.75426664906652,Masculino
501,47.369876067361886,No Binario
502,43.86336129698096,Femenino
503,34.15963840921254,No Binario
504,52.795786095481816,Masculino
505,57.6354927073624,Masculino
506,35.97359871319891,Masculino
507,46.277309294173435,No Binario
508,23.836231180398187,Masculino
509,26.262694384968125,Femenino
510,33.86218170514302,Femenino
511,38.30510279184265,No Binario
512,27.718118469107353,Femenino
513,54.967896224685326,Masculino
514,23.587773402491592,Masculino
515,39.42119504629748,Masculino
516,36.20305758546403,Femenino
517,49.69137628966567,No Binario
518,39.05880562649597,Femenino
519,44.599586730049474,Femenino
520,44.99791704990066,Femenino
521,39.37804887323331,No Binario
522,37.82738918860466,No Binario
523,25.277962431002514,Masculino
524,46.188537159904435,Femenino
525,28.369393344553714,Femenino
526,40.51987307712456,Femenino
527,33.25321039244505,Masculino
528,26.05753725573191,Masculino
529,39.70270910563078,Masculino
530,36.51831599400401,Masculino
531,54.19304207580238,Femenino
532,31.20543807596433,Femenino
533,45.29711115484649,Masculino
534,37.71916085507146,Femenino
535,57.90327880769998,Masculino
536,44.90219832100371,Femenino
537,32.940559734865985,No Binario
538,37.19616579861951,Masculino
539,49.628237307319026,Masculino
540,56.28269120720792,Femenino
541,41.601684852328376,Masculino
542,24.502150169258293,Femenino
543,51.94736675550243,Masculino
544,36.00580106022273,Femenino
545,41.57706615591824,Femenino
546,56.01083599829167,No Binario
547,29.640907639303673,Masculino
548,37.22832813826987,Femenino
549,37.18825648634333,Masculino
550,46.194920699922875,Masculino
551,46.943582225467885,Femenino
552,34.83071395089278,Masculino
553,44.23129051073794,Femenino
554,39.50588075519184,Femenino
555,45.25066481033218,Femenino
556,45.948676556526586,Masculino
557,35.4233196651946,Femenino
558,44.0533120814046,Masculino
559,47.73784145836883,Masculino
560,45.439332447618085,Femenino
561,47.67756176695072,Femenino
562,31.896835362366836,Masculino
563,34.670149514898064,Femenino
564,50.46897190165883,No Binario
565,42.331222001492726,Femenino
566,24.739360951622476,Femenino
567,33.14757870680893,Femenino
568,55.89001370774059,Masculino
569,36.623763989041414,Femenino
570,32.22265020962857,No Binario
571,28.03802806285242,Masculino
572,32.24490807348313,Femenino
573,29.881356910512267,No Binario
574,37.27474679261229,Femenino
575,29.873857594575963,No Binario
576,31.219350139055507,Masculino
577,35.628539546192286,Masculino
578,48.07941214298957,Femenino
579,34.20020200836875,Masculino
580,47.296176324288055,Masculino
581,30.234473832726046,Femenino
582,40.30469402664651,Femenino
583,57.846304323983276,Masculino
584,44.35896149042086,Femenino
585,41.082937076697355,No Binario
586,37.708363035287874,Masculino
587,35.13761692298171,Masculino
588,41.49687179587063,Masculino
589,29.01370792772279,Femenino
590,37.848306860963774,Femenino
591,27.5929980085647,Masculino
592,29.449020397858032,Masculino
593,37.84072022006556,Femenino
594,22.95957431276812,Masculino
595,39.61688751700289,Femenino
596,32.07730365209585,Femenino
597,35.95816785638492,Masculino
598,44.551072790881754,Femenino
599,34.972345753138924,Masculino
600,26.718618799684844,Femenino
601,44.11265554319018,Masculino
602,27.333290098050878,Masculino
603,39.69714008445928,No Binario
604,40.151537534101884,Masculino
605,49.69313069026309,Femenino
606,29.93752203199488,Masculino
607,51.725542336468244,No Binario
608,45.01708264493534,Masculino
609,27.924163574225872,Femenino
610,24.190547345189174,Masculino
611,40.41355127310575,Femenino
612,48.320258616861494,Masculino
613,31.554154470032714,Femenino
614,41.93470007749443,Masculino
615,51.680481600559105,Femenino
616,30.67613959927096,Femenino
617,38.72195777130864,Masculino
618,33.613439752608805,Femenino
619,29.563109282899646,Femenino
620,40.60625070501679,Masculino
621,45.632771475073405,Masculino
622,18.308230101271587,Femenino
623,38.0004096276607,Femenino
624,33.21975784764012,Femenino
625,43.643524268454065,Masculino
626,51.59330834399228,Masculino
627,37.02500296416377,Femenino
628,48.438091697486875,Masculino
629,53.46431264049646,Masculino
630,35.90638206352803,Masculino
631,52.29264726405342,Femenino
632,35.789312577505505,No Binario
633,49.639827384335206,Masculino
634,34.73809208667639,Femenino
635,47.11776115597651,Femenino
636,35.50221211003495,Masculino
637,41.007981523688095,Femenino
638,40.57081472861814,Masculino
639,51.33698111717066,Masculino
640,32.367553598229634,Femenino
641,40.23548696147829,Masculino
642,43.98854351767147,Masculino
643,57.84346145359525,Femenino
644,49.026166431725564,Femenino
645,51.095448851272906,Masculino
646,48.1132583841174,Femenino
647,35.968621137110084,Masculino
648,30.7121304576906,Masculino
649,52.30850854395271,Femenino
650,33.313886929114815,Masculino
651,32.89372093800853,Masculino
652,51.84799983863394,Masculino
653,59.55446992143179,Femenino
654,38.35927282500591,Masculino
655,49.89812845369617,Masculino
656,58.90628957372317,Femenino
657,35.02307410332426,Masculino
658,43.20169156455863,Masculino
659,30.198499382758136,Masculino
660,39.928510228579846,Femenino
661,46.38521807827298,Femenino
662,35.092005363075266,Masculino
663,47.37182509242675,Femenino
664,23.917496843575165,Masculino
665,31.88161750354579,Masculino
666,30.940929632076617,Femenino
667,53.07569302572304,Femenino
668,36.823843810911896,Masculino
669,40.48716010879778,Femenino
670,22.257057035379514,Femenino
671,43.95233783521713,Femenino
672,32.23023587582694,Femenino
673,39.624692095769,Femenino
674,30.799713673959157,Masculino
675,41.65727727206189,Masculino
676,26.895558255432846,Masculino
677,45.30102291880952,Masculino
678,56.555978435790074,Femenino
679,37.492085464416554,Femenino
680,44.73904897207473,Masculino
681,44.45473345123086,Femenino
682,39.82738043886577,Masculino
683,37.06461050214516,Masculino
684,59.935873283749814,Femenino
685,25.951097654493736,Masculino
686,38.46992131490142,Masculino
687,22.256399731781645,Femenino
688,25.651195488528913,Masculino
689,28.917105085581046,Masculino
690,37.745542865083436,Femenino
691,34.55886335107424,Femenino
692,38.15512973852396,Masculino
693,17.73158760377526,Masculino
694,57.053659631148285,No Binario
695,40.687001594673376,No Binario
696,34.91574388786003,Femenino
697,31.302337915631554,Femenino
698,50.32028649128145,Femenino
699,58.57941656995206,Masculino
700,54.781916413895104,Masculino
701,22.330271585359494,Femenino
702,25.260300294801702,Masculino
703,33.93298251331289,Masculino
704,49.709765859149066,Femenino
705,55.90598548839991,Masculino
706,28.67504178443256,No Binario
707,53.40715354107009,Femenino
708,37.547602941844495,Masculino
709,30.93841951030594,Masculino
710,31.78992026948434,Femenino
711,47.8941556490671,Femenino
712,50.25389437922583,Masculino
713,50.46972516666731,Femenino
714,35.70877971387233,Femenino
715,43.16234898497368,Femenino
716,19.83103417699207,Femenino
717,45.793215881627056,Femenino
718,44.54627455850638,Masculino
719,31.93479957678059,Masculino
720,49.31842722215462,Masculino
721,36.16772757625461,Masculino
722,43.87496020689766,Masculino
723,57.84515060567004,Femenino
724,26.693363997635668,Femenino
725,37.06006443067932,Femenino
726,57.93084018679795,Femenino
727,24.51309414651017,No Binario
728,35.30465087356911,Masculino
729,24.495383307507826,Masculino
730,44.987749567912786,Masculino
731,18.088460805140464,Femenino
732,44.547343218488734,Femenino
733,17.183728757732823,Femenino
734,49.40556430429469,Femenino
735,40.85682080168769,No Binario
736,53.89791777210749,Femenino
737,57.499036510216825,Masculino
738,32.987741639689894,Femenino
739,58.41698486734231,Femenino
740,35.65996747217206,Femenino
741,36.38963628833745,Femenino
742,41.006106284292805,Femenino
743,50.983344887342064,Masculino
744,37.50791417423551,Masculino
745,39.27136408008011,Femenino
746,37.5214265445695,Masculino
747,26.291899688909623,Masculino
748,21.0863724352427,Femenino
749,49.6040807363817,Femenino
750,40.110977948299826,Femenino
751,26.409158213942682,Femenino
752,40.42919342974957,No Binario
753,34.97922937707594,Masculino
754,20.958657400364288,Femenino
755,31.12856527168696,Masculino
756,25.8722837365057,Masculino
757,38.498305838035314,Masculino
758,35.62930254121301,Masculino
759,57.779462803060525,Femenino
760,17.43642750448855,Masculino
761,43.426560254149464,Masculino
762,42.81642044055734,Masculino
763,23.165788036603015,Femenino
764,32.05751214554101,Femenino
765,47.537682923961114,Masculino
766,41.33896515954423,No Binario
767,21.452677424330005,Masculino
768,68.03512439148804,Masculino
769,31.255427051895957,Femenino
770,42.71422054547902,Femenino
771,35.482403487581784,Femenino
772,38.932764689101624,Masculino
773,53.69788352713558,Femenino
774,30.01418535830632,No Binario
775,30.812223532818976,Masculino
776,59.986067119028895,Femenino
777,49.702924899673725,Masculino
778,35.87471146696722,Femenino
779,24.067915756687377,Femenino
780,40.066191442857516,No Binario
781,45.05747653538768,Masculino
782,20.798958956352095,Masculino
783,26.4077826870158,No Binario
784,41.746003122703165,Masculino
785,23.259446657083974,Femenino
786,40.332940519264255,Masculino
787,34.45270358349122,Femenino
788,41.0377575840579,Masculino
789,51.866605604068816,Masculino
790,21.04228531512746,Masculino
791,48.748532781331484,Femenino
792,31.80305932167545,Femenino
793,33.52769285366976,Masculino
794,32.67332646587405,Femenino
795,35.46831736255446,Femenino
796,45.795949507113804,Femenino
797,47.85255427731082,Femenino
798,28.230497577527775,Masculino
799,42.0568244990989,Masculino
800,49.36543463317928,Femenino
801,50.66247804139825,Femenino
802,50.39542294315875,Femenino
803,35.90535732014413,Femenino
804,26.770829204455787,Femenino
805,36.56770249973694,Masculino
806,38.879699776264296,Femenino
807,57.80455785873968,Femenino
808,27.14017271782577,Masculino
809,19.921868839451765,Masculino
810,26.480691199218263,Femenino
811,25.795843998300487,Femenino
812,41.53316709110131,Masculino
813,34.20672980635192,Masculino
814,30.463363488251375,Femenino
815,32.43336580793639,Femenino
816,51.61256960577492,No Binario
817,27.416034905290317,Masculino
818,31.53557635595541,Masculino
819,38.63259843478564,Femenino
820,38.859410242665504,Masculino
821,53.42387437847765,Femenino
822,24.720993084822794,Femenino
823,43.48688527885083,Masculino
824,35.60988505009067,Femenino
825,47.502681589683085,Masculino
826,24.9633535101417,No Binario
827,40.578990137758346,No Binario
828,20.997359967026107,Masculino
829,39.111353952366365,Masculino
830,58.277273023061035,Femenino
831,30.756191978809113,Masculino
832,26.289986895997835,Masculino
833,45.0777935817194,Femenino
834,31.30487502265526,Femenino
835,37.70649192465909,Masculino
836,35.431670032372026,Masculino
837,55.879371265364384,No Binario
838,37.449082970246366,No Binario
839,40.6046845855697,Femenino
840,38.630401816536576,Femenino
841,45.569718051571634,Masculino
842,42.744609932839914,Masculino
843,37.96924816592758,Femenino
844,35.970264793968845,Masculino
845,42.933871714304274,Masculino
846,29.79243431800686,Femenino
847,29.166147987779237,Masculino
848,44.906285563415445,Masculino
849,25.615592565106084,Masculino
850,44.04671221749379,Femenino
851,29.956788489116995,Masculino
852,31.039296877257254,Femenino
853,48.138368991763805,Femenino
854,61.50930610352941,Masculino
855,35.55924253775453,Femenino
856,34.596039499456,Femenino
857,54.21091827069452,Masculino
858,43.804497817165,Masculino
859,42.569942496252175,No Binario
860,43.738541738938785,Femenino
861,58.340176735645244,Femenino
862,42.88657258104845,Masculino
863,51.21688453127867,Femenino
864,31.296552756412158,Masculino
865,34.19048495727365,Femenino
866,50.741120890073404,Masculino
867,35.08431004453102,Femenino
868,47.684425713184936,Femenino
869,51.374868614548625,Femenino
870,39.02779628251696,Masculino
871,34.861080432044645,Masculino
872,45.211487659265096,Masculino
873,40.46204256980731,Femenino
874,34.62556973916198,No Binario
875,43.33393390397267,No Binario
876,37.349462356366224,Masculino
877,30.697237663182918,Masculino
878,40.692708390326835,Femenino
879,42.21642336120707,Masculino
880,47.128298667657525,Femenino
881,47.22409421259706,Femenino
882,38.721462159289295,Femenino
883,51.55367952621254,Femenino
884,22.44845169032531,Femenino
885,42.1291440083266,Femenino
886,41.53309475749707,Masculino
887,43.21350898002417,Masculino
888,41.75225564874295,No Binario
889,57.840951540224964,Femenino
890,33.59544097935892,No Binario
891,48.670824572922584,No Binario
892,36.44796279462317,No Binario
893,31.00028994620359,Femenino
894,52.21252750777296,Masculino
895,47.802922994072794,Masculino
896,44.87398916061944,Masculino
897,35.71056066923663,No Binario
898,46.6515349246263,No Binario
899,25.890481904589567,No Binario
900,26.40985868280198,Masculino
901,36.88090801429886,Masculino
902,57.15864511668025,Femenino
903,44.72197204034487,Masculino
904,37.809381157099395,No Binario
905,29.3471568789052,Femenino
906,20.887121058760414,Femenino
907,53.81206010588602,Masculino
908,47.61565691208118,No Binario
909,50.20632994804179,Femenino
910,37.85057757120258,No Binario
911,44.71582955165186,Femenino
912,40.36372604885249,Femenino
913,52.571812673761805,Femenino
914,29.550275240398026,Masculino
915,32.055551023630954,Masculino
916,29.02814412843741,No Binario
917,50.86571156013386,Masculino
918,34.15786266388969,No Binario
919,26.24973075858091,Femenino
920,48.03723829359394,Masculino
921,29.634170296741566,Femenino
922,54.73066633377706,Masculino
923,22.074014076564556,Masculino
924,31.052294409930852,No Binario
925,38.80096456500705,Femenino
926,56.57767096146047,No Binario
927,49.38220846285215,Masculino
928,58.5994571342851,Masculino
929,32.941215466316145,Femenino
930,30.876703773866346,Masculino
931,49.12693924498627,Femenino
932,19.81101175244021,Femenino
